Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
29-Nov-19,440,449.55,435.55,442.3,443.5699463,993520,10604,440695613,303799,30.58,14,2.3
28-Nov-19,433.5,443.9,428.65,436.7,435.6143151,778410,10992,339086539,51234,6.58,15.25,3.2
27-Nov-19,433.95,436.8,426.4,433.5,431.5218687,518320,8112,223666415,66186,12.77,10.4,-0.45
26-Nov-19,444.35,446.95,430,431.7,436.6728283,1057029,11046,461575843,390649,36.96,16.95,-12.65
25-Nov-19,421,455.65,421,451.3,442.1360734,1321743,16686,584390260,110174,8.34,34.65,30.3
22-Nov-19,425,429.7,417,421,422.8166867,756568,11270,319889575,72949,9.64,12.7,-4
21-Nov-19,443.9,443.9,422.45,426.25,428.3930042,783722,10157,335741022,122911,15.68,21.45,-17.65
20-Nov-19,446.95,452.95,433.45,437.25,443.6106937,2313335,23713,1026220144,496701,21.47,19.5,-9.7
19-Nov-19,427,445.45,421.55,439.25,431.7975178,4249362,28445,1834863964,396736,9.34,23.9,12.25
18-Nov-19,395,420.4,392.2,409.15,409.9823232,2092230,18562,857777316,569131,27.2,28.2,14.15
15-Nov-19,354.4,398,354.4,393.2,384.0803626,2379041,24629,913742930,286583,12.05,43.6,38.8
14-Nov-19,358,368,350.5,362.65,359.027912,801913,7047,287909150,243928,30.42,17.5,4.65
13-Nov-19,372.5,373,366.4,368.5,369.3979936,438487,2606,161976218,261641,59.67,6.6,-4
11-Nov-19,370,373.7,368.35,371.7,370.4447582,239746,1942,88812649,85010,35.46,5.35,1.7
08-Nov-19,371,375.7,366.8,369.05,370.4878244,213173,2368,78978001,29427,13.8,8.9,-1.95
07-Nov-19,375,375.65,369.05,371.65,372.0863289,300606,3409,111851383,143474,47.73,6.6,-3.35
06-Nov-19,384.05,385,370.6,371.55,374.9503601,476451,4381,178645474,238130,49.98,14.4,-12.5
05-Nov-19,378,386,375,384.25,381.6956427,422464,3063,161252668,238525,56.46,11,6.25
04-Nov-19,377,381.7,374.3,378.2,378.5074134,221896,2776,83989281,33937,15.29,7.4,1.2
01-Nov-19,363.1,376.5,363.1,374.05,371.2615089,337717,4388,125381323,47179,13.97,13.4,10.95
31-Oct-19,367.4,376.8,364,374.4,370.8351072,408817,4289,151603696,40625,9.94,12.8,7
30-Oct-19,363.8,371.2,360.85,368.25,367.0160992,357782,4111,131311754,33344,9.32,10.35,4.45
29-Oct-19,360,365.8,353.3,359.95,359.3206155,1140341,13403,409748030,187388,16.43,12.5,-0.05
27-Oct-19,373.5,375.35,365.05,372.65,370.6934553,45380,716,16822069,10293,22.68,10.3,-0.85
25-Oct-19,369,378.5,362.8,375.8,370.3963075,693290,10044,256792056,43797,6.32,15.7,6.8
24-Oct-19,355.05,376.25,325.6,372.45,347.9101979,3331270,36379,1158982805,718924,21.58,50.65,17.4
23-Oct-19,375,377.8,355.2,360.5,364.0517342,524450,6221,190926932,117091,22.33,22.6,-14.5
22-Oct-19,383.25,396.4,367.4,374.2,383.2018224,393653,4820,150848547,47023,11.95,29,-9.05
18-Oct-19,385,386.15,380.5,383.25,383.2103597,101084,1273,38736436,11769,11.64,5.65,-1.75
17-Oct-19,384.9,387.1,379.3,385.75,384.6181361,156561,2053,60216200,40309,25.75,7.8,0.85
16-Oct-19,382.55,386.6,377.5,385.2,384.2959933,188832,2764,72567381,26711,14.15,9.1,2.65
15-Oct-19,391.95,391.95,381.65,383.55,385.5266759,202299,2500,77991661,26706,13.2,10.3,-8.4
14-Oct-19,383.25,396.55,380.5,393.5,390.1804315,340844,4330,132990659,58174,17.07,16.05,10.25
11-Oct-19,376.4,385.5,372.55,382.65,378.2958391,377134,4898,142668223,55445,14.7,12.95,6.25
10-Oct-19,361.55,384.85,361.55,377.4,376.5376895,1888287,21556,711011224,936666,49.6,23.3,15.85
09-Oct-19,342.9,360.7,339.1,359.25,353.6883112,291605,3242,103137280,26234,9,21.6,16.35
07-Oct-19,343.95,346.5,337.4,341.5,342.7478541,113938,1526,39052005,21487,18.86,9.1,-2.45
04-Oct-19,351.95,351.95,334.5,339.7,340.6410575,115141,1647,39221752,14522,12.61,17.45,-12.25
03-Oct-19,351,355.55,341.5,344.9,348.3879991,143423,1740,49966852,13003,9.07,14.05,-6.1
01-Oct-19,368.25,369.8,347.15,350.9,357.5254302,325322,3793,116310888,63383,19.48,22.65,-17.35
30-Sep-19,350,374.6,344.2,367.25,355.6726698,474533,5467,168778419,62849,13.24,30.4,17.25
27-Sep-19,344,354.8,339.3,348.8,344.5437573,110073,1177,37924965,14212,12.91,15.5,4.8
26-Sep-19,343.5,346.8,340.6,343.95,344.1515775,89855,984,30923740,7592,8.45,6.2,0.45
25-Sep-19,349.3,350.05,338.4,341.55,343.1973504,159949,2049,54894073,18317,11.45,11.65,-7.75
24-Sep-19,347.85,352.05,345.8,348.6,348.856734,111464,1419,38884967,12674,11.37,6.25,0.75
23-Sep-19,355.45,362.25,343.5,347.8,353.8387367,340158,4870,120361077,83958,24.68,18.75,-7.65
20-Sep-19,339.35,364.65,335.1,355.9,351.5047756,493968,5996,173632111,47319,9.58,29.55,16.55
19-Sep-19,337,342.3,334.9,337.7,339.2400735,201834,3127,68470181,30157,14.94,7.4,0.7
18-Sep-19,342.25,344.25,334.6,335.75,337.6574776,172669,2097,58302979,25326,14.67,9.65,-6.5
17-Sep-19,345.6,349.4,332.65,339.85,338.6729129,225897,3034,76505195,33128,14.66,16.75,-5.75
16-Sep-19,341.15,345.3,338.7,343.9,342.5439904,116298,2139,39837181,8143,7,6.6,2.75
13-Sep-19,350,350,340.85,342.75,343.0408144,190962,2873,65507760,21235,11.12,9.15,-7.25
12-Sep-19,357.4,357.4,346.7,347.45,349.8678411,149063,2155,52152350,11492,7.71,10.7,-9.95
11-Sep-19,359,361.55,350.6,355.25,355.4240061,127734,1621,45399730,13511,10.58,10.95,-3.75
09-Sep-19,354,357.5,349.3,356.15,353.4877714,150671,1917,53260356,18015,11.96,8.2,2.15
06-Sep-19,349.5,354.1,345.4,349.2,349.6133805,192101,3302,67161080,33555,17.47,8.7,-0.3
05-Sep-19,349.95,349.95,340.95,347.65,345.4525652,107147,1491,37014206,5897,5.5,9,-2.3
04-Sep-19,337,347.25,335.6,345.95,342.2785153,194054,2627,66420515,30366,15.65,11.65,8.95
03-Sep-19,347.05,347.05,335.4,336.65,338.1707868,608279,6411,205702188,390973,64.28,11.65,-10.4
30-Aug-19,345.4,349.3,338.95,347.05,344.0990783,115333,1609,39685979,13901,12.05,10.35,1.65
29-Aug-19,343.7,349.7,341.25,343.5,345.0536422,126393,1630,43612365,11373,9,8.45,-0.2
28-Aug-19,351.5,351.5,335.95,345.85,340.4345482,1528590,5612,520384846,923226,60.4,15.55,-5.65
27-Aug-19,362.2,368,344,347.8,346.9256277,4561172,14097,1582387459,2621409,57.47,24,-14.4
26-Aug-19,358.8,362.3,347,360.7,357.0969702,137269,1605,49018344,16328,11.89,15.3,1.9
23-Aug-19,353.9,358.55,351.15,356.7,355.2247669,106190,2017,37721318,9842,9.27,7.4,2.8
22-Aug-19,352.85,357.05,351.2,352.65,354.0600676,85770,1997,30367732,16818,19.61,5.85,-0.2
21-Aug-19,359.2,360,353.3,354.65,356.5555947,124967,3395,44557683,41718,33.38,6.7,-4.55
20-Aug-19,360.8,362.35,357.5,358.15,359.4506145,96506,1477,34689141,11304,11.71,4.85,-2.65
19-Aug-19,362.05,366.05,359.95,361.1,363.2557998,124746,1874,45314708,15966,12.8,6.1,-0.95
16-Aug-19,365,365,355.1,361.3,360.8064684,164893,4731,59494461,29359,17.8,9.9,-3.7
14-Aug-19,353.1,363.85,347.5,361.25,357.21202,233728,3884,83490451,41282,17.66,16.35,8.15
13-Aug-19,359.8,363.7,346.45,351.65,352.5470685,447975,5358,157932273,55554,12.4,17.25,-8.15
09-Aug-19,374.9,374.9,364.4,371.25,369.9054969,1267620,8975,468899606,883004,69.66,10.5,-3.65
08-Aug-19,366,378.75,366,372.2,374.5556904,697095,6259,261100899,317226,45.51,12.75,6.2
07-Aug-19,369.7,372.9,362.5,365.75,368.1715738,444077,5248,163496528,98991,22.29,10.4,-3.95
06-Aug-19,356.75,375.15,354.65,368.4,363.6332974,1833333,8072,666660924,1143114,62.35,20.5,11.65
05-Aug-19,340.6,361.35,339.2,357.05,345.7173016,1493634,8249,516375116,770289,51.57,22.15,16.45
02-Aug-19,327.2,351.15,327.2,343.45,338.3519357,3157986,13353,1068510676,2012891,63.74,23.95,16.25
01-Aug-19,335.7,338.5,321.6,323.95,325.787354,2217587,5869,722461801,1631097,73.55,16.9,-11.75
31-Jul-19,342.5,353.4,333,337.8,342.0432176,387759,3677,132630336,72315,18.65,20.4,-4.7
30-Jul-19,335.95,348.2,335.7,345.6,344.2194546,676983,6902,233030719,305939,45.19,12.5,9.65
29-Jul-19,334.8,336.3,328.3,334.9,333.3049643,138590,1274,46192735,15319,11.05,8,0.1
26-Jul-19,338.95,338.95,328.15,334.8,333.2882703,189579,2571,63184457,41448,21.86,10.8,-4.15
25-Jul-19,334,343.25,334,338.95,340.632298,154375,2021,52585111,20165,13.06,9.25,4.95
24-Jul-19,342,344.15,336,338.75,338.653153,119903,1163,40605529,16372,13.65,8.15,-3.25
23-Jul-19,345.2,348.25,337.25,343.7,342.6589921,147630,1901,50586747,26188,17.74,11,-1.5
22-Jul-19,342.5,343.7,335.9,342.75,341.6647311,276399,3044,94435790,118836,42.99,7.8,0.25
19-Jul-19,346.9,346.9,336.45,340,339.9684356,79108,923,26894223,7915,10.01,10.45,-6.9
18-Jul-19,350,351,338.55,342.3,345.0165683,127231,1553,43896803,27013,21.23,12.45,-7.7
17-Jul-19,350,353.2,344.6,345.9,347.7076853,280157,2080,97412742,119531,42.67,8.6,-4.1
16-Jul-19,352.95,354.95,349.8,350.85,351.6095951,122437,2420,43050024,49141,40.14,5.15,-2.1
15-Jul-19,356,359.3,349.3,350.7,353.0309069,216424,2701,76404361,87769,40.55,10,-5.3
12-Jul-19,361,361,354.25,355.95,355.9808477,95811,1150,34106881,18316,19.12,6.75,-5.05
11-Jul-19,364.9,364.9,356.35,360.75,359.9381865,135553,1322,48790701,35776,26.39,8.55,-4.15
10-Jul-19,357.05,364.55,353.75,358.35,358.2514538,271875,2534,97399614,136712,50.28,10.8,1.3
09-Jul-19,357,363.2,354.8,362.2,359.31185,91249,1050,32786847,8383,9.19,8.4,5.2
08-Jul-19,370,370,354.75,356.55,359.6401633,324072,2489,116549307,228672,70.56,15.25,-13.45
05-Jul-19,360.05,371,360.05,364.85,365.1853877,239811,2666,87575473,81439,33.96,10.95,4.8
04-Jul-19,355.8,364.95,353.15,362.6,362.5219447,1079965,8569,391511012,684855,63.41,11.8,6.8
03-Jul-19,355,356.4,349.8,353.4,353.3151679,186802,2127,65999980,50574,27.07,6.6,-1.6
02-Jul-19,348,354.35,347.65,353.4,352.1537689,319798,2911,112618071,200533,62.71,6.7,5.4
01-Jul-19,343.05,349.55,343.05,348.5,348.0238627,548890,8058,191026818,378485,68.95,6.5,5.45
28-Jun-19,344,350.05,342.95,346.7,346.4217427,121190,1556,41982851,26381,21.77,7.1,2.7
27-Jun-19,345.5,350.65,340.8,348,346.2002512,265896,2725,92053262,48774,18.34,9.85,2.5
26-Jun-19,348.1,352,342.8,345.35,345.1926334,1699482,2220,586648667,1540511,90.65,9.2,-2.75
25-Jun-19,344.8,351.75,344.55,348.45,346.4505574,262577,2048,90969948,182777,69.61,7.2,3.65
24-Jun-19,352.8,352.8,343.6,344.8,346.0936349,68703,1222,23777671,15376,22.38,9.2,-8
21-Jun-19,350,350,342.85,344.25,346.73439,137732,1607,47756421,52839,38.36,7.15,-5.75
20-Jun-19,342,350.05,340,348.65,346.9167232,81007,1620,28102683,12322,15.21,10.05,6.65
19-Jun-19,351,351,334.8,341.75,341.7652464,173352,1653,59245689,62806,36.23,16.2,-9.25
18-Jun-19,345.1,347.55,341.35,345.65,344.2927302,96495,1545,33222527,20771,21.53,6.2,0.55
