Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
08-Dec-15,319.8,320.5,315.5,317.7,318.091689,229744,2394,73079657,133587,58.15,5,-2.1
07-Dec-15,323,324,318.75,320.5,320.4210541,289559,3188,92780800,152613,52.71,5.25,-2.5
04-Dec-15,318,322.4,316.65,321.25,320.3358683,138200,1921,44270417,23060,16.69,5.75,3.25
03-Dec-15,321,326.5,318.75,319.7,323.0692815,570224,4856,184221858,335964,58.92,7.75,-1.3
02-Dec-15,325,325,316.2,322.95,321.0396321,526795,5708,169122073,187660,35.62,8.8,-2.05
01-Dec-15,335,336,321.3,322.7,324.4340149,957004,11067,310484650,506842,52.96,14.7,-12.3
30-Nov-15,342,343,333.3,334.5,335.2248663,775136,8247,259844862,582523,75.15,9.7,-7.5
27-Nov-15,342.15,344.7,339.5,341.65,341.9186492,38377,818,13121812,6737,17.55,5.2,-0.5
26-Nov-15,342,345,340,342,342.7249226,67850,2162,23253886,15572,22.95,5,0
24-Nov-15,337,345.4,335.4,341.25,339.9957077,79910,1770,27169057,14381,18,10,4.25
23-Nov-15,342,346,337.05,338.65,340.0269968,186874,4605,63542205,98212,52.56,8.95,-3.35
20-Nov-15,337,344.2,334.1,340.15,338.9687449,148456,2639,50321944,39448,26.57,10.1,3.15
19-Nov-15,335,340.75,332.5,339.2,337.1526302,108491,2018,36578026,23879,22.01,8.25,4.2
18-Nov-15,334.1,341.95,332.5,334.2,336.514623,278466,2260,93707881,160952,57.8,9.45,0.1
17-Nov-15,340,340,331.4,334.65,333.4008161,68126,1264,22713264,7365,10.81,8.6,-5.35
16-Nov-15,335,339.3,330.95,335.9,336.9265605,312652,2036,105340763,241920,77.38,8.35,0.9
13-Nov-15,326,335,325.3,334.05,333.3376281,399401,3038,133135382,320383,80.22,9.7,8.05
11-Nov-15,332,335.05,328.4,331.1,332.3902945,27943,578,9287982,11264,40.31,6.65,-0.9
10-Nov-15,333,335.5,327.45,332,332.0165163,333853,1929,110844710,202776,60.74,8.05,-1
09-Nov-15,337,338.4,321,334.85,332.0710715,137833,2233,45770352,21093,15.3,17.4,-2.15
06-Nov-15,335,341.35,317.9,339,334.5086899,144823,2319,48444552,37098,25.62,23.45,4
05-Nov-15,345,345,334,335.9,339.6848811,278479,2102,94595106,47825,17.17,11,-9.1
04-Nov-15,348,350.3,343.2,345.65,345.8303654,84010,1406,29053209,27027,32.17,7.1,-2.35
03-Nov-15,350.4,354.1,345.1,346.85,347.8274824,71071,1198,24720447,23400,32.92,9,-3.55
02-Nov-15,348,351.55,343.55,350.4,347.7658088,67146,1563,23351083,15322,22.82,8,2.4
30-Oct-15,354.95,360.9,344.7,348.75,356.4992495,147892,2584,52723387,48365,32.7,16.2,-6.2
29-Oct-15,358,358.75,349.3,354.95,353.1453623,147810,3305,52198416,30135,20.39,9.45,-3.05
28-Oct-15,352.3,359.7,351.9,358,357.3057554,134951,2594,48218769,33201,24.6,7.8,5.7
27-Oct-15,352,354.1,348.45,352.3,351.2873507,138458,2290,48638544,14004,10.11,5.65,0.3
26-Oct-15,365,366,347.3,351.9,355.1812834,393329,6740,139703099,74006,18.82,18.7,-13.1
23-Oct-15,373,374.35,357.1,358.75,362.8863001,128716,2752,46709273,31628,24.57,17.25,-14.25
21-Oct-15,365,373.45,363.7,371.45,370.3645678,184166,4036,68208561,49089,26.65,9.75,6.45
20-Oct-15,363.9,367.5,359.45,361.7,362.4573268,149930,3139,54343227,23934,15.96,8.05,-2.2
19-Oct-15,350.3,365.6,346.5,363.7,361.0951524,230672,4980,83294541,60865,26.39,19.1,13.4
16-Oct-15,347.8,352.05,340.95,349.85,345.7835059,179834,4031,62183631,37641,20.93,11.1,2.05
15-Oct-15,347.3,353.55,344.2,351.45,349.7732146,247172,4573,86454145,45287,18.32,9.35,4.15
14-Oct-15,349.9,350.3,342.1,346.55,346.2427346,166062,2616,57497761,55953,33.69,8.2,-3.35
13-Oct-15,349.5,351.65,343.1,345.45,346.0309583,233314,2776,80733867,138466,59.35,8.55,-4.05
12-Oct-15,347.7,352.2,347.7,349.45,349.5951368,82949,1632,28998567,27102,32.67,4.5,1.75
09-Oct-15,343.3,348.9,343.3,347.7,346.3511336,100785,1555,34906999,26101,25.9,5.6,4.4
08-Oct-15,345,345.9,337.15,343.3,341.4101592,267501,2904,91327559,110947,41.48,8.75,-1.7
07-Oct-15,350,350,340.8,343.3,343.0624227,138171,2611,47401278,38232,27.67,9.2,-6.7
06-Oct-15,347.4,350.6,345.85,349.1,348.9071754,266632,1675,93029818,197664,74.13,4.75,1.7
05-Oct-15,340,347.5,339.3,347,346.4004285,253471,3348,87802463,145982,57.59,8.2,7
01-Oct-15,338.2,340.5,335.8,339.75,339.2946091,517350,2827,175534066,395803,76.51,4.7,1.55
30-Sep-15,325,338.95,325,338,333.8806041,145072,2320,48436727,27507,18.96,13.95,13
29-Sep-15,327,327.3,315.65,323.45,322.6078836,596476,5208,192427860,315583,52.91,11.65,-3.55
28-Sep-15,337,337,324.6,327.35,328.4367509,500489,4371,164378981,273627,54.67,12.4,-9.65
24-Sep-15,337.9,338.4,332,332.95,333.4892564,648292,9299,216198417,453228,69.91,6.4,-4.95
23-Sep-15,341.35,342.9,336.35,338.1,340.1605806,780138,11101,265372195,523594,67.12,6.55,-3.25
22-Sep-15,354.4,354.5,341.1,343.2,344.0883424,471699,8137,162306127,321580,68.17,13.4,-11.2
21-Sep-15,356,359.4,351.1,352.6,353.4293446,467077,3141,165078718,328468,70.32,8.3,-3.4
18-Sep-15,359.5,363.1,353.3,356.15,357.1078324,82554,2291,29480680,30635,37.11,9.8,-3.35
16-Sep-15,355,361.5,352.05,359.1,358.4434623,131461,2646,47121336,46879,35.66,9.45,4.1
15-Sep-15,354.9,354.9,349,350.4,350.731287,87279,1177,30611476,33268,38.12,5.9,-4.5
14-Sep-15,349,354.95,346.3,354.15,351.098179,73478,1413,25797992,21564,29.35,8.65,5.15
11-Sep-15,355,355,346.2,348,349.8963547,154691,2888,54125817,45205,29.22,8.8,-7
10-Sep-15,355.5,355.5,346.25,350.45,349.7569952,216827,3669,75836760,67289,31.03,9.25,-5.05
09-Sep-15,354.85,366,348,355.2,356.1421953,433397,6672,154350959,165134,38.1,18,0.35
08-Sep-15,348.9,348.9,339.5,346.75,343.7187754,111747,2156,38409542,28061,25.11,9.4,-2.15
07-Sep-15,350,350,343.3,347.05,346.1260945,252287,2874,87323114,162713,64.5,6.7,-2.95
04-Sep-15,347.25,352,343,349.85,348.0446364,130723,2567,45497439,35354,27.04,9,2.6
03-Sep-15,345.5,348.25,343.5,347.25,346.912947,63513,1372,22033482,17113,26.94,4.75,1.75
02-Sep-15,348,350,340,343.35,343.1226649,99034,2101,33980810,36702,37.06,10,-4.65
01-Sep-15,352,355,343.1,345.35,346.1381484,348589,4975,120659951,200770,57.6,11.9,-6.65
31-Aug-15,365,369,350,354.5,355.7936762,219708,4994,78170717,55376,25.2,19,-10.5
28-Aug-15,355.2,364,351.2,362.25,357.9131212,156701,3178,56085344,29711,18.96,12.8,7.05
27-Aug-15,349.85,350.9,342.65,347.35,346.2974081,176125,3441,60991631,48777,27.69,8.25,-2.5
26-Aug-15,349,350.6,337.2,339.75,342.0498962,198412,3728,67866804,45899,23.13,13.4,-9.25
25-Aug-15,350,361.5,332.6,348.7,344.4819056,343393,6292,118292675,66863,19.47,28.9,-1.3
24-Aug-15,362,366.45,337.1,349.4,356.4118898,315060,8874,112291130,88155,27.98,29.35,-12.6
21-Aug-15,374.75,374.75,357.45,369.7,368.2875559,421219,7520,155129716,129127,30.66,17.3,-5.05
20-Aug-15,390,392.1,374,379.35,385.8917367,221765,3127,85577281,53911,24.31,18.1,-10.65
19-Aug-15,385,385.5,373.45,383.1,380.0273984,179171,2972,68089889,34913,19.49,12.05,-1.9
18-Aug-15,395,395.4,384.95,385.35,388.5502439,101684,2030,39509343,25757,25.33,10.45,-9.65
17-Aug-15,395.1,398,387,390.1,391.4266174,98477,1998,38546519,17318,17.59,11,-5
14-Aug-15,388.1,396.75,383.4,394.95,390.8060185,251524,5098,98297093,79110,31.45,13.35,6.85
13-Aug-15,402,414.15,377.75,384.35,395.2867157,353357,7127,139677328,57087,16.16,36.4,-17.65
12-Aug-15,405.8,406,391.5,397.7,395.5803713,166297,2463,65783829,41380,24.88,14.5,-8.1
11-Aug-15,411,412.2,402.8,404.85,406.6798067,193733,2929,78787299,67130,34.65,9.4,-6.15
10-Aug-15,411,415.05,407.6,410.1,411.6272015,159212,3553,65535990,76115,47.81,7.45,-0.9
07-Aug-15,416,416.7,410.15,411.7,411.9530025,255120,5158,105097450,120296,47.15,6.55,-4.3
06-Aug-15,418.1,421.95,413.8,414.9,417.3114677,218151,5682,91036914,71808,32.92,8.15,-3.2
05-Aug-15,427,427.6,415.7,416.9,421.8203149,401814,7081,169493308,90579,22.54,11.9,-10.1
04-Aug-15,424,426.1,409.45,413.7,419.0127754,304569,5759,127618302,73806,24.23,16.65,-10.3
03-Aug-15,419.5,422.85,417.4,418.95,419.9547152,183130,3259,76906307,67164,36.68,5.45,-0.55
31-Jul-15,423,425.95,414.55,418.6,421.1496261,131334,2531,55311265,47997,36.55,11.4,-4.4
30-Jul-15,417.65,425.8,413.3,416.6,418.514564,111611,2393,46710829,30449,27.28,12.5,-1.05
29-Jul-15,411,418.2,404.3,416.4,413.7405326,134329,2464,55577352,39288,29.25,13.9,5.4
28-Jul-15,420,424.95,409.05,409.85,413.9415812,67444,1750,27917876,20311,30.12,15.9,-10.15
27-Jul-15,430,433.05,416.8,417.8,422.2158432,157721,3295,66592305,57674,36.57,16.25,-12.2
24-Jul-15,432,438.8,430,434.25,435.2839662,237729,2261,103479622,121461,51.09,8.8,2.25
23-Jul-15,440,441,430.85,432.6,433.1384027,242452,1708,105015272,184639,76.15,10.15,-7.4
22-Jul-15,444.8,448.5,438,439.35,441.0294662,293658,4357,129511831,140683,47.91,10.5,-5.45
21-Jul-15,438.5,452.45,434.25,445.25,447.0447808,381391,10288,170498856,130848,34.31,18.2,6.75
20-Jul-15,429,432.15,426,429.45,430.5598045,349631,5353,150537055,230757,66,6.15,0.45
17-Jul-15,427,430,423.5,425.85,427.8641535,212085,5523,90743569,110556,52.13,6.5,-1.15
16-Jul-15,425.25,426.2,419.7,424.5,424.3686492,270143,2112,114640220,190498,70.52,6.5,-0.75
15-Jul-15,421.65,426.55,420.75,422.7,422.2320155,136965,1926,57831008,62222,45.43,5.8,1.05
14-Jul-15,423,425.5,420.4,421.8,422.8525915,61394,1328,25960612,18720,30.49,5.1,-1.2
13-Jul-15,419.5,426.75,419.5,423.4,423.6023135,61810,1491,26182859,16168,26.16,7.25,3.9
10-Jul-15,434.9,435,418,419.45,422.0128832,184271,3272,77764736,67858,36.83,17,-15.45
09-Jul-15,429.25,442.75,429.25,432.9,437.4979687,186090,4596,81413997,41562,22.33,13.5,3.65
08-Jul-15,431,433,423,429.35,428.6736446,540181,3275,231561358,136106,25.2,10,-1.65
07-Jul-15,433,436.2,430,431.15,432.9515902,71783,1588,31078564,14625,20.37,6.2,-1.85
06-Jul-15,433,437.75,427,433.4,433.4086166,166655,2810,72229713,78466,47.08,10.75,0.4
03-Jul-15,433,437.7,432,434.8,435.1923028,206206,6005,89739264,73248,35.52,5.7,1.8
02-Jul-15,427.8,438,425.55,433.55,432.4618138,418292,6473,180895317,208898,49.94,12.45,5.75
01-Jul-15,422,428.8,420.05,424.5,425.2864074,194775,5115,82835160,81881,42.04,8.75,2.5
30-Jun-15,415,421.9,414.25,419.9,419.3691529,125276,2075,52536890,16737,13.36,7.65,4.9
29-Jun-15,416,417,406.1,413.5,411.8212634,107443,2350,44247312,28487,26.51,10.9,-2.5
26-Jun-15,426.5,428.25,415.1,417.6,419.9697496,151535,5959,63640116,34458,22.74,13.15,-8.9
25-Jun-15,424,429.4,422.65,427.5,426.8310351,149534,2765,63825752,81464,54.48,6.75,3.5
24-Jun-15,430,431.1,423.2,424.4,425.8478713,87919,1344,37440119,34073,38.75,7.9,-5.6
23-Jun-15,427.6,434.2,427,429.5,430.6145949,192190,3033,82759819,27825,14.48,7.2,1.9
22-Jun-15,434,435.7,423.4,424.2,427.617356,133994,2419,57298160,26190,19.55,12.3,-9.8
19-Jun-15,427,437.2,425.05,433.95,432.8648866,180293,3415,78042509,49552,27.48,12.15,6.95
18-Jun-15,419,433.2,414.1,426.55,421.5340304,1722709,6859,726180468,1414096,82.09,19.1,7.55
17-Jun-15,414.9,424.5,414.75,421.1,421.726602,455969,5400,192294257,248084,54.41,9.75,6.2
16-Jun-15,413,415.3,409.25,414.1,412.5877906,534653,1648,220591300,463217,86.64,6.05,1.1
15-Jun-15,417,418,411.7,414.2,414.6087725,190002,4166,78776496,60406,31.79,6.3,-2.8
12-Jun-15,409.95,420.85,408,414.45,414.5312509,104397,2264,43275819,13616,13.04,12.85,4.5
11-Jun-15,415.9,417.65,408.55,409.95,411.4495566,184375,2813,75861012,66596,36.12,9.1,-5.95
10-Jun-15,408.2,418.1,408.2,414.15,414.244321,191760,2791,79435491,55820,29.11,9.9,5.95
09-Jun-15,413,413,403.5,407.8,406.9349534,71395,1607,29053121,8771,12.29,9.5,-5.2
08-Jun-15,415,416.55,408.5,410.55,411.7431364,51868,1340,21356293,8173,15.76,8.05,-4.45
05-Jun-15,416,421.95,413.9,415.45,417.6458898,342769,10551,143156064,118045,34.44,8.05,-0.55
04-Jun-15,419,424.35,414,416.35,418.3168868,375642,7548,157137392,200681,53.42,10.35,-2.65
03-Jun-15,418.95,422.9,409.3,421.25,415.8344439,179184,5390,74510879,25613,14.29,13.6,2.3
02-Jun-15,419,424.35,413,417.95,418.6752421,242048,6579,101339505,27292,11.28,11.35,-1.05
01-Jun-15,416.9,420.75,410.5,416.3,416.4537981,269783,4823,112352155,84796,31.43,10.25,-0.6
29-May-15,402.25,434.7,402.25,425.3,419.9132759,1266765,15930,531931441,463928,36.62,32.45,23.05
28-May-15,411,412.65,399.45,401.3,402.483727,521908,4876,210059477,269741,51.68,13.2,-9.7
27-May-15,398.9,410.7,397.9,408.5,407.5354434,299774,3735,122168530,127979,42.69,12.8,9.6
26-May-15,401,406.7,398.1,400.85,401.4876411,162353,4144,65182723,46389,28.57,8.6,-0.15
25-May-15,392.6,408.7,392.5,400,402.8604597,311444,5389,125468473,103506,33.23,16.2,7.4
22-May-15,395.25,397.65,391,395.05,395.1002158,259939,4224,102701955,84857,32.64,6.65,-0.2
21-May-15,402,402.45,393.35,396.15,398.863873,136975,4005,54634379,39024,28.49,9.1,-5.85
20-May-15,398,403.5,397.6,400,400.5561833,229383,5596,91880779,96818,42.21,5.9,2
19-May-15,397.9,404,393.6,397.7,400.9360313,550128,6308,220566137,362728,65.94,10.4,-0.2
18-May-15,393.1,400.05,392,398,397.0817435,153211,6270,60837291,50699,33.09,8.05,4.9
15-May-15,386.55,394.5,386.55,392.45,392.1649165,297217,4218,116558080,84694,28.5,7.95,5.9
14-May-15,383.9,391.8,381,385.5,386.7207499,186324,4042,72055357,44688,23.98,10.8,1.6
13-May-15,392.5,399.65,380.6,382.5,387.9947453,893108,5204,346521211,744737,83.39,19.05,-10
12-May-15,396,399,388.75,391.5,393.6306243,188889,3698,74352495,46429,24.58,10.25,-4.5
11-May-15,398.4,402.25,394.75,396.3,398.8892917,146475,4725,58427309,48541,33.14,7.5,-2.1
08-May-15,394.5,400,394.2,397.95,397.7842827,168846,7246,67164285,46510,27.55,5.8,3.45
07-May-15,387,400,383.9,393.45,394.3918488,331217,12402,130629285,75116,22.68,16.1,6.45
06-May-15,392.3,404.8,388,389.95,397.2558794,539555,19017,214341396,90478,16.77,16.8,-2.35
05-May-15,392,392,382.65,386.85,385.7285237,199837,6844,77082831,70245,35.15,9.35,-5.15
04-May-15,377,393.9,374.05,392.95,386.3021761,232798,9079,89930374,47287,20.31,19.85,15.95
30-Apr-15,388,388,371.85,381.65,377.9099042,286262,8762,108181245,108105,37.76,16.15,-6.35
29-Apr-15,395,402.1,383.6,387.5,395.3933488,324211,10468,128190873,33796,10.42,18.5,-7.5
28-Apr-15,387,409.05,383.85,400.8,394.1656498,388790,11657,153247663,45210,11.63,25.2,13.8
27-Apr-15,396.55,403.5,386.85,391.95,396.3896478,129789,4032,51447016,15737,12.13,16.65,-4.6
24-Apr-15,395.55,403.3,395,399.25,399.8531215,281995,5204,112756581,141715,50.25,8.3,3.7
23-Apr-15,400,402.5,397.1,399.6,399.8680634,79182,2909,31662353,14855,18.76,5.4,-0.4
22-Apr-15,395.15,401.3,391.2,399.55,396.252081,198464,6874,78641773,74174,37.37,10.1,4.4
21-Apr-15,397.9,409.95,395.4,398.5,403.8550943,256974,5586,103780259,110244,42.9,14.55,0.6
20-Apr-15,406.05,407.5,398.9,402.45,403.3858665,132253,4469,53348991,23839,18.03,8.6,-3.6
17-Apr-15,418,424.2,403.2,406.05,414.0032259,211722,6758,87653591,43218,20.41,21,-11.95
16-Apr-15,415.95,422.85,414.3,417.3,418.907178,150654,4758,63110042,18681,12.4,8.55,1.35
15-Apr-15,425,425,409.25,414.6,414.3587892,169247,7860,70128982,16032,9.47,15.75,-10.4
13-Apr-15,405.05,425.7,405.05,424.45,420.1304887,457871,21840,192365567,196586,42.93,20.65,19.4
10-Apr-15,407,413.75,401.9,411.35,408.9494004,264765,6888,108275488,94495,35.69,11.85,4.35
09-Apr-15,420,420.3,404.05,406.8,407.6374122,797393,4884,325047219,663012,83.15,16.25,-13.2
08-Apr-15,407.75,421.9,407,419.25,415.7670722,763258,16943,317337544,281709,36.91,14.9,11.5
07-Apr-15,401.05,410,396.15,404.55,401.1913308,673786,11725,270317102,395748,58.73,13.85,3.5
06-Apr-15,401.6,408.9,399.05,401,403.7044038,303008,7284,122325664,115648,38.17,9.85,-0.6
01-Apr-15,394.7,404,393.25,402,400.8634346,475479,9816,190602145,278168,58.5,10.75,7.3
31-Mar-15,389.9,395.75,385.1,393.9,390.5686131,658963,11423,257370265,392722,59.6,10.65,4
30-Mar-15,380.6,392.9,377.5,389.55,388.7086454,367257,23611,142755971,166919,45.45,15.4,8.95
27-Mar-15,401,404.25,371.5,376.2,386.0680477,282596,9669,109101286,64390,22.79,32.75,-24.8
26-Mar-15,390.95,403.6,390.15,398.7,399.2577871,1265591,19368,505297062,701510,55.43,13.45,7.75
25-Mar-15,388,397.65,387.65,394.85,394.5854201,829020,10618,327119205,565363,68.2,10,6.85
24-Mar-15,390,397,382.15,394.3,392.6993619,237568,8435,93292802,96189,40.49,14.85,4.3
23-Mar-15,381.1,389.7,378.15,383.35,384.0831876,517998,11444,198954323,284440,54.91,11.55,2.25
20-Mar-15,381,387.2,377.75,380.35,382.9144841,391015,7103,149725307,209369,53.55,9.45,-0.65
19-Mar-15,385.5,385.5,380.1,381.6,382.5278581,107832,3053,41248744,15863,14.71,5.4,-3.9
18-Mar-15,386,390.5,381.35,382.1,384.3443543,277017,5382,106469920,124014,44.77,9.15,-3.9
17-Mar-15,390.7,391.9,379.45,386.8,385.9315076,854095,8006,329622171,669870,78.43,12.45,-3.9
16-Mar-15,398.1,399.3,386.25,389.15,392.8961793,345124,9498,135597901,123556,35.8,13.05,-8.95
13-Mar-15,399,402.45,389.85,400.35,398.9717244,574028,18204,229020941,168658,29.38,12.6,1.35
12-Mar-15,390,399.9,386.8,397.5,395.4149419,948557,26046,375073611,393699,41.51,13.1,7.5
11-Mar-15,367.25,394,362.4,389.85,380.958502,943442,23434,359412251,337095,35.73,31.6,22.6
10-Mar-15,343,379.7,341.5,367.9,366.6057248,738606,21099,270777188,138403,18.74,38.2,24.9
09-Mar-15,348,348,339.05,343.55,342.9217144,174898,6966,59976322,63288,36.19,8.95,-4.45
05-Mar-15,351.5,351.5,344.1,347.9,346.8361718,132877,4859,46086550,27883,20.98,7.4,-3.6
04-Mar-15,350,358.55,349.45,351.15,353.259252,215763,6543,76220276,51690,23.96,9.1,1.15
03-Mar-15,349.4,350.6,344.1,348.95,347.6927238,141970,4565,49361936,36708,25.86,6.5,-0.45
02-Mar-15,358.75,362.7,346.6,349.4,357.7595879,537918,8365,192445322,395704,73.56,16.1,-9.35
28-Feb-15,356.65,360,352.45,357.2,356.5570651,157513,4905,56162373,31684,20.12,7.55,0.55
27-Feb-15,355.45,358,347.6,355.45,351.7899359,136287,5422,47944395,35628,26.14,10.4,0
26-Feb-15,351,352.8,346.2,349.45,349.7078261,150893,5517,52768463,29881,19.8,6.6,-1.55
25-Feb-15,349.7,350.5,345,347.8,347.8109908,113222,3379,39379856,27225,24.05,5.5,-1.9
24-Feb-15,346.5,349.75,341,343.15,343.590221,177442,6357,60967336,26971,15.2,8.75,-3.35
23-Feb-15,350,350.95,345,346.65,347.5581158,131238,5514,45612832,36179,27.57,5.95,-3.35
20-Feb-15,357,358.7,348.1,349.75,352.1543887,149862,5107,52774561,34105,22.76,10.6,-7.25
19-Feb-15,357,358.15,350.5,356.8,355.2176061,114188,3382,40561588,24343,21.32,7.65,-0.2
18-Feb-15,361,366.45,350.5,351.8,352.8318264,199086,10133,70243877,89016,44.71,15.95,-9.2
16-Feb-15,356,365,352.3,360.55,361.3391236,148524,5872,53667532,39155,26.36,12.7,4.55
13-Feb-15,354,356.4,349.5,355.1,353.1228628,332265,12779,117330368,163131,49.1,6.9,1.1
12-Feb-15,358,359.5,349.55,352.7,351.3804336,785948,11859,276166749,511418,65.07,9.95,-5.3
11-Feb-15,358,361,348.5,356.3,352.475641,400899,8605,141307132,222033,55.38,12.5,-1.7
10-Feb-15,354.15,362.25,352.65,356.95,355.7168707,165624,5218,58915251,41655,25.15,9.6,2.8
09-Feb-15,366,366,353.5,355.6,357.6896825,109881,3929,39303300,27868,25.36,12.5,-10.4
06-Feb-15,365,369.9,360.45,367.55,367.0782622,140911,4625,51725365,21529,15.28,9.45,2.55
05-Feb-15,370,372,360,363.4,366.3307536,244209,8375,89461267,38601,15.81,12,-6.6
04-Feb-15,373.25,377.1,364.95,367.85,369.518816,252153,10614,93175278,77413,30.7,12.15,-5.4
03-Feb-15,359.1,374.25,359.1,371.85,368.7496962,194216,6310,71617091,40039,20.62,15.15,12.75
02-Feb-15,373,373,357.5,359.55,361.3923445,264961,8383,95754877,96462,36.41,15.5,-13.45
30-Jan-15,380.15,380.15,366.5,372.75,371.2734429,168697,5443,62632716,24436,14.49,13.65,-7.4
29-Jan-15,373.1,378.15,363.25,375.15,369.8619735,237795,5805,87951328,62330,26.21,14.9,2.05
28-Jan-15,393.5,394.45,371.7,373.75,380.0653573,282233,7827,107266986,59161,20.96,22.75,-19.75
27-Jan-15,382.7,394.45,382.25,393.4,390.493411,263924,6770,103060583,45943,17.41,12.2,10.7
23-Jan-15,372,387.65,372,383.7,383.2467757,596027,13022,228425426,248108,41.63,15.65,11.7
22-Jan-15,370.5,373.35,361.65,369.95,368.4784273,190936,10894,70355797,47305,24.78,11.7,-0.55
21-Jan-15,353.25,370,353.25,369.05,366.1630382,353641,11854,129490263,153004,43.27,16.75,15.8
20-Jan-15,350.95,357.1,348.3,355,352.9767117,137537,4053,48547358,25942,18.86,8.8,4.05
19-Jan-15,344,352.4,343.5,350.25,348.4629076,232595,8403,81050730,136300,58.6,8.9,6.25
16-Jan-15,347.8,349.15,339.3,342.55,341.0731068,509050,7923,173623265,316086,62.09,9.85,-5.25
15-Jan-15,349,352.15,343.45,349.15,349.5699738,112635,2778,39373814,20216,17.95,8.7,0.15
14-Jan-15,347,348,344.7,346.35,345.9854407,127685,3126,44177151,43704,34.23,3.3,-0.65
13-Jan-15,351,352,344.5,346.5,348.2554485,63825,2038,22227404,11605,18.18,7.5,-4.5
12-Jan-15,353,355,347.25,349.55,349.3493576,163294,3625,57046654,64762,39.66,7.75,-3.45
09-Jan-15,363,364.9,353.85,356.4,357.6010707,334182,7221,119503841,137869,41.26,11.05,-6.6
08-Jan-15,360,362.85,355.25,361.15,360.5803389,120807,4140,43560629,65069,53.86,7.6,1.15
07-Jan-15,354.5,358,350.5,355.2,355.3482338,249321,7501,88595777,99548,39.93,7.5,0.7
06-Jan-15,357.2,357.2,348.6,354.4,354.2274623,788711,15433,279383096,644212,81.68,8.6,-2.8
05-Jan-15,366,366.1,355.25,357.2,358.5786462,220335,5399,79007426,78552,35.65,10.85,-8.8
02-Jan-15,364,367,362.1,364.85,364.6161439,211647,5438,77169913,65524,30.96,4.9,0.85
01-Jan-15,358,364.6,351.9,362.95,359.2162643,195742,5146,70313710,80066,40.9,12.7,4.95
31-Dec-14,348.6,353.95,348.6,352.85,352.5192644,157700,4528,55592288,78432,49.73,5.35,4.25
30-Dec-14,353,353.55,347.3,349.65,350.0031948,72306,1990,25307331,10736,14.85,6.25,-3.35
29-Dec-14,353,359.35,350.2,351.6,355.0298067,101219,2623,35935762,16698,16.5,9.15,-1.4
26-Dec-14,356.1,356.55,349.65,354.45,353.166602,159680,2773,56393643,68699,43.02,6.9,-1.65
24-Dec-14,357.1,357.1,351,354.2,354.13437,350361,7186,124074872,189314,54.03,6.1,-2.9
23-Dec-14,350,356.55,349.85,355.15,354.6978874,224178,6192,79515463,113196,50.49,6.7,5.15
22-Dec-14,343.1,350.75,343.1,349.25,348.289489,252241,8524,87852889,110020,43.62,7.65,6.15
19-Dec-14,348.5,348.5,336.85,342.85,342.0229167,664188,6321,227167517,389086,58.58,11.65,-5.65
18-Dec-14,344,349.2,343.7,348.2,347.2453948,184087,3987,63923363,60502,32.87,5.5,4.2
17-Dec-14,346.6,349.45,340.65,343.15,344.5453271,504356,10394,173773503,284433,56.4,8.8,-3.45
16-Dec-14,346.5,351.85,341.1,350.1,347.6154887,309065,6189,107435781,116993,37.85,10.75,3.6
15-Dec-14,344.3,351.4,341.45,350.05,348.0554733,178320,3846,62065252,64150,35.97,9.95,5.75
12-Dec-14,345,351.35,345,347.8,348.8446482,351100,5415,122479356,165523,47.14,6.35,2.8
11-Dec-14,351.2,357.3,342.35,343.7,349.4448485,216123,7309,75523069,60745,28.11,14.95,-7.5
10-Dec-14,360,362,349.3,353.5,354.8476133,285399,8327,101273154,62883,22.03,12.7,-6.5
09-Dec-14,369,371.95,353,354.25,360.3667374,392218,10579,141342321,149422,38.1,18.95,-14.75
08-Dec-14,367,374.5,366.95,369.95,370.8666449,239406,5636,88787700,45932,19.19,7.55,2.95
05-Dec-14,371,375.75,365.15,367.7,371.4114796,221768,4956,82367181,83783,37.78,10.6,-3.3
04-Dec-14,378,382.35,368.8,369.85,372.3995184,243358,7103,90626402,111644,45.88,13.55,-8.15
03-Dec-14,385,386.2,376.55,377.7,380.7845054,268842,6229,102370868,115224,42.86,9.65,-7.3
02-Dec-14,376.55,385.75,376.55,384.3,381.5790631,2622742,5467,1000783435,2544994,97.04,9.2,7.75
01-Dec-14,383,385.6,376.45,377.65,381.1989044,85252,3741,32497969,27128,31.82,9.15,-5.35
28-Nov-14,390,390.5,378.65,381.95,382.7779049,312983,10109,119802977,100083,31.98,11.85,-8.05
27-Nov-14,392,394,384,385.85,387.045297,162726,5242,62982333,43404,26.67,10,-6.15
26-Nov-14,404.7,404.7,391.6,393.35,395.5668289,126158,4065,49903920,37420,29.66,13.1,-11.35
25-Nov-14,406,408.2,398.6,403.15,403.43583,302361,8232,121983261,118288,39.12,9.6,-2.85
24-Nov-14,402.7,403.85,396.6,398.65,399.8883495,82803,2618,33111955,22047,26.63,7.25,-4.05
21-Nov-14,398.1,402.25,395,400.75,399.5107209,123451,3819,49319998,31650,25.64,7.25,2.65
20-Nov-14,402,405,393.95,397.55,398.6740223,207867,6629,82871173,60274,29,11.05,-4.45
